AnimalID,Name_Provided,DateTime_Intake,FoundLocation,IntakeType,IntakeCondition,AnimalType_Intake,SexuponIntake,AgeuponIntake,Breed_Intake,Color_Intake,DateTime_Outcome,DateofBirth,SexuponOutcome,AgeuponOutcome,binary_outcome
A721745,Yes,2016-03-03 15:56:00,Travis (TX),Stray,Sick,Dog,Intact Female,60,Mixed Breed,Light,2016-09-14 14:30:00,2016-01-03 00:00:00,Spayed Female,255,0
A767976,Yes,2018-03-10 13:30:00,Austin (TX),Stray,Normal,Dog,Intact Female,120,Mixed Breed,Dark,2018-03-12 18:22:00,2017-11-10 00:00:00,Intact Female,122,0
A769991,Yes,2018-04-13 18:09:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,335,Mixed Breed,Dark,2018-04-19 16:08:00,2017-05-13 00:00:00,Spayed Female,341,0
A804335,No,2019-09-13 13:09:00,Austin (TX),Wildlife,Normal,Bat,Unknown,365,Pure Breed,Dark,2019-09-14 09:34:00,2018-09-13 00:00:00,Unknown,366,1
A775228,Yes,2018-06-26 15:16:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,46,Mixed Breed,Dark,2018-07-06 12:59:00,2018-05-11 00:00:00,Intact Female,56,0
A783040,Yes,2018-10-24 15:12:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4985,Mixed Breed,Dark,2018-11-03 11:34:00,2005-03-01 00:00:00,Neutered Male,4995,0
A684103,No,2014-07-19 11:49:00,Austin (TX),Stray,Normal,Cat,Intact Male,9,Mixed Breed,Light,2014-07-19 17:25:00,2014-07-10 00:00:00,Intact Male,9,0
A690593,No,2014-10-23 07:20:00,Austin (TX),Stray,Normal,Bird,Intact Female,365,Mixed Breed,Dark,2014-10-29 11:56:00,2013-10-23 00:00:00,Intact Female,371,0
A705596,Yes,2015-06-19 13:20:00,Austin (TX),Stray,Normal,Cat,Intact Female,31,Mixed Breed,Light,2015-06-23 12:30:00,2015-05-19 00:00:00,Intact Female,35,0
A691550,Yes,2014-11-06 11:11:00,Travis (TX),Owner Surrender,Normal,Cat,Intact Male,61,Mixed Breed,Light,2014-11-20 12:36:00,2014-09-06 00:00:00,Neutered Male,75,0
A693676,No,2014-12-12 17:40:00,Austin (TX),Stray,Normal,Cat,Intact Female,456,Mixed Breed,Light,2014-12-13 09:00:00,2013-09-12 00:00:00,Intact Female,457,0
A805624,No,2019-09-29 15:02:00,Austin (TX),Stray,Normal,Dog,Intact Female,62,Pure Breed,Light,2019-10-04 17:31:00,2019-07-29 00:00:00,Spayed Female,67,0
A663537,Yes,2019-02-18 14:21:00,Austin (TX),Stray,Normal,Dog,Neutered Male,2069,Mixed Breed,Dark,2019-02-18 19:01:00,2013-06-20 00:00:00,Neutered Male,2069,0
A795246,Yes,2019-05-18 12:25:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1461,Pure Breed,Light,2019-05-21 12:13:00,2015-05-18 00:00:00,Neutered Male,1464,0
A802385,No,2019-08-17 11:27:00,Austin (TX),Stray,Normal,Dog,Intact Female,365,Mixed Breed,Light,2019-08-22 17:30:00,2018-08-17 00:00:00,Spayed Female,370,0
A709059,No,2015-08-04 13:43:00,Austin (TX),Stray,Normal,Dog,Intact Female,212,Mixed Breed,Light,2015-08-08 18:40:00,2015-01-04 00:00:00,Spayed Female,216,0
A684803,Yes,2014-07-28 18:47:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4748,Mixed Breed,Dark,2014-11-15 17:06:00,2001-07-28 00:00:00,Neutered Male,4858,1
A755359,No,2017-08-02 12:11:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,61,Mixed Breed,Light,2017-08-11 14:15:00,2017-06-02 00:00:00,Neutered Male,70,0
A803959,No,2019-09-09 02:12:00,Travis (TX),Stray,Injured,Dog,Intact Male,1826,Mixed Breed,Dark,2019-09-09 11:34:00,2014-09-09 00:00:00,Intact Male,1826,1
A680316,Yes,2014-06-01 14:02:00,Austin (TX),Stray,Normal,Cat,Intact Male,68,Mixed Breed,Light,2014-06-07 16:58:00,2014-03-25 00:00:00,Neutered Male,74,0
A791226,Yes,2019-03-23 10:01:00,Austin (TX),Stray,Normal,Dog,Intact Female,365,Mixed Breed,Dark,2019-06-01 14:59:00,2018-03-23 00:00:00,Spayed Female,435,0
A687224,Yes,2014-09-02 12:41:00,Austin (TX),Stray,Normal,Dog,Intact Male,396,Pure Breed,Dark,2014-09-02 14:45:00,2013-08-02 00:00:00,Intact Male,396,0
A728131,No,2016-05-31 11:28:00,Austin (TX),Stray,Normal,Dog,Intact Male,61,Mixed Breed,Dark,2016-06-13 10:29:00,2016-03-31 00:00:00,Intact Male,74,1
A790240,Yes,2019-03-06 17:46:00,Austin (TX),Stray,Normal,Dog,Intact Female,238,Mixed Breed,Light,2019-03-11 18:14:00,2018-07-11 00:00:00,Spayed Female,243,0
A769582,No,2018-04-06 17:09:00,Austin (TX),Stray,Normal,Cat,Unknown,22,Mixed Breed,Dark,2018-04-06 18:47:00,2018-03-15 00:00:00,Unknown,22,0
A694717,Yes,2015-01-02 18:54:00,Austin (TX),Stray,Normal,Dog,Spayed Female,730,Pure Breed,Light,2015-01-11 12:47:00,2013-01-02 00:00:00,Spayed Female,739,0
A800143,Yes,2019-07-16 18:38:00,Austin (TX),Stray,Normal,Dog,Intact Male,61,Pure Breed,Dark,2019-07-20 18:35:00,2019-05-16 00:00:00,Neutered Male,65,0
A676269,No,2014-04-07 13:15:00,Travis (TX),Stray,Normal,Cat,Intact Male,6,Mixed Breed,Dark,2014-06-01 16:09:00,2014-04-01 00:00:00,Neutered Male,61,0
A647098,Yes,2014-12-29 17:59:00,Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,1428,Mixed Breed,Light,2015-02-13 14:33:00,2011-01-31 00:00:00,Neutered Male,1474,1
A738213,No,2016-11-11 10:54:00,Austin (TX),Stray,Normal,Cat,Intact Male,1827,Mixed Breed,Dark,2016-11-12 09:00:00,2011-11-11 00:00:00,Intact Male,1828,0
A690971,Yes,2014-10-28 15:23:00,Austin (TX),Stray,Normal,Dog,Spayed Female,2557,Mixed Breed,Light,2015-02-12 08:38:00,2007-10-28 00:00:00,Spayed Female,2664,0
A809717,Yes,2019-11-30 11:01:00,Austin (TX),Stray,Normal,Cat,Intact Female,92,Pure Breed,Light,2019-12-05 17:59:00,2019-08-30 00:00:00,Spayed Female,97,0
A796974,No,2019-06-07 16:54:00,Austin (TX),Stray,Normal,Dog,Unknown,7,Mixed Breed,Dark,2019-06-07 18:17:00,2019-05-31 00:00:00,Unknown,7,0
A751514,Yes,2017-06-09 10:34:00,Austin (TX),Owner Surrender,Normal,Bird,Unknown,182,Mixed Breed,Light,2017-06-10 10:42:00,2016-12-09 00:00:00,Unknown,183,0
A782256,No,2018-10-12 14:21:00,Austin (TX),Wildlife,Normal,Bat,Unknown,730,Mixed Breed,Dark,2018-10-12 15:03:00,2016-10-12 00:00:00,Unknown,730,1
A746168,Yes,2017-03-29 14:02:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,365,Mixed Breed,Light,2017-03-30 10:31:00,2016-03-29 00:00:00,Intact Female,366,0
A812187,No,2020-01-17 13:24:00,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,73,Mixed Breed,Light,2020-01-24 19:00:00,2019-11-05 00:00:00,Spayed Female,80,0
A716606,Yes,2015-11-25 10:48:00,Manor (TX),Public Assist,Normal,Dog,Intact Male,3595,Pure Breed,Light,2015-12-01 18:51:00,2006-01-21 00:00:00,Neutered Male,3601,0
A780563,Yes,2018-09-17 08:33:00,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,3652,Mixed Breed,Dark,2018-09-17 11:45:00,2008-09-17 00:00:00,Spayed Female,3652,1
A804783,Yes,2019-09-19 17:00:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,304,Pure Breed,Light,2019-09-29 17:41:00,2018-11-19 00:00:00,Neutered Male,314,0
A718705,Yes,2016-01-05 15:37:00,Austin (TX),Stray,Normal,Dog,Neutered Male,730,Mixed Breed,Dark,2016-01-12 19:00:00,2014-01-05 00:00:00,Neutered Male,737,0
A805007,Yes,2019-09-21 13:01:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4017,Mixed Breed,Dark,2019-11-15 18:40:00,2008-09-21 00:00:00,Spayed Female,4072,0
A655661,Yes,2013-10-16 16:25:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,195,Mixed Breed,Dark,2013-10-19 18:11:00,2013-04-04 00:00:00,Neutered Male,198,0
A795873,No,2019-05-25 14:59:00,Austin (TX),Stray,Normal,Cat,Intact Female,365,Pure Breed,Dark,2019-05-25 17:00:00,2018-05-25 00:00:00,Intact Female,365,0
A742238,Yes,2017-01-24 13:53:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1102,Mixed Breed,Dark,2017-01-27 12:58:00,2014-01-18 00:00:00,Neutered Male,1105,0
A795213,Yes,2019-05-17 16:06:00,Austin (TX),Stray,Normal,Cat,Intact Male,30,Mixed Breed,Light,2019-07-03 09:58:00,2019-04-17 00:00:00,Neutered Male,77,0
A716990,Yes,2015-12-06 15:23:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1101,Mixed Breed,Dark,2015-12-07 00:00:00,2012-11-30 00:00:00,Neutered Male,1102,0
A666935,Yes,2013-11-10 13:12:00,Austin (TX),Public Assist,Normal,Dog,Neutered Male,1462,Mixed Breed,Light,2013-11-11 16:14:00,2009-11-09 00:00:00,Neutered Male,1463,0
A806463,No,2019-10-11 13:40:00,Austin (TX),Stray,Normal,Cat,Unknown,7,Pure Breed,Dark,2019-10-11 15:40:00,2019-10-04 00:00:00,Unknown,7,0
A755877,No,2017-08-10 11:15:00,Austin (TX),Stray,Normal,Cat,Neutered Male,731,Mixed Breed,Light,2017-08-13 19:20:00,2015-08-10 00:00:00,Neutered Male,734,0
A728058,Yes,2016-05-30 14:55:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,4383,Mixed Breed,Dark,2016-06-29 16:42:00,2004-05-30 00:00:00,Neutered Male,4413,0
A746272,Yes,2017-03-30 15:00:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,74,Mixed Breed,Light,2017-04-01 17:45:00,2017-01-15 00:00:00,Neutered Male,76,0
A534623,Yes,2014-06-25 12:34:00,Austin (TX),Stray,Normal,Dog,Spayed Female,2016,Mixed Breed,Dark,2014-06-26 18:26:00,2008-12-17 00:00:00,Spayed Female,2017,0
A774629,No,2018-06-18 11:44:00,Del Valle (TX),Owner Surrender,Normal,Dog,Intact Male,68,Pure Breed,Light,2018-06-18 15:28:00,2018-04-11 00:00:00,Intact Male,68,0
A682676,Yes,2014-07-01 13:55:00,Austin (TX),Euthanasia Request,Normal,Dog,Neutered Male,2557,Mixed Breed,Dark,2014-07-06 12:32:00,2007-07-01 00:00:00,Neutered Male,2562,1
A796068,Yes,2019-05-28 13:13:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,30,Pure Breed,Light,2019-05-29 14:30:00,2019-04-28 00:00:00,Intact Female,31,0
A803056,Yes,2019-08-26 17:35:00,Austin (TX),Stray,Normal,Dog,Neutered Male,1095,Pure Breed,Light,2019-09-01 19:22:00,2016-08-26 00:00:00,Neutered Male,1101,0
A673265,No,2014-02-21 11:02:00,Del Valle (TX),Stray,Normal,Cat,Unknown,365,Mixed Breed,Light,2014-02-22 19:08:00,2013-02-21 00:00:00,Unknown,366,0
A695307,Yes,2015-01-13 14:14:00,Austin (TX),Stray,Normal,Dog,Intact Male,365,Mixed Breed,Light,2015-01-19 17:16:00,2014-01-13 00:00:00,Neutered Male,371,0
A693353,Yes,2014-12-06 12:12:00,Austin (TX),Stray,Normal,Cat,Intact Female,61,Mixed Breed,Dark,2014-12-10 17:53:00,2014-10-06 00:00:00,Intact Female,65,0
A796897,Yes,2019-06-07 17:36:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,942,Pure Breed,Light,2019-06-17 15:09:00,2016-11-07 00:00:00,Intact Male,952,0
A734696,Yes,2016-09-11 12:05:00,Austin (TX),Stray,Normal,Cat,Intact Male,92,Mixed Breed,Light,2016-09-21 19:26:00,2016-06-11 00:00:00,Neutered Male,102,0
A800994,Yes,2019-07-29 17:29:00,Austin (TX),Stray,Normal,Dog,Neutered Male,730,Pure Breed,Dark,2019-08-31 18:40:00,2017-07-29 00:00:00,Neutered Male,763,0
A707004,Yes,2015-07-06 15:27:00,Austin (TX),Stray,Normal,Cat,Intact Male,37,Mixed Breed,Light,2015-09-05 12:46:00,2015-05-30 00:00:00,Neutered Male,98,0
A723203,Yes,2016-03-28 13:51:00,Austin (TX),Stray,Normal,Dog,Spayed Female,1461,Pure Breed,Light,2016-04-09 12:40:00,2012-03-28 00:00:00,Spayed Female,1473,0
A776894,No,2018-07-20 15:22:00,Austin (TX),Stray,Nursing,Cat,Intact Male,22,Mixed Breed,Dark,2018-09-04 08:25:00,2018-06-28 00:00:00,Neutered Male,68,0
A703927,Yes,2015-05-30 13:51:00,Austin (TX),Stray,Normal,Cat,Intact Female,30,Mixed Breed,Dark,2015-07-19 13:34:00,2015-04-30 00:00:00,Spayed Female,80,0
A777464,Yes,2018-07-29 08:08:00,Austin (TX),Stray,Injured,Dog,Intact Female,91,Mixed Breed,Light,2018-10-01 16:25:00,2018-04-29 00:00:00,Spayed Female,155,0
A676342,No,2014-04-08 12:40:00,Austin (TX),Stray,Normal,Cat,Intact Female,15,Mixed Breed,Dark,2014-04-08 13:58:00,2014-03-24 00:00:00,Intact Female,15,0
A759018,Yes,2017-09-25 13:54:00,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2192,Mixed Breed,Dark,2017-09-27 17:17:00,2011-09-25 00:00:00,Neutered Male,2194,0
A713481,Yes,2015-10-07 14:02:00,Manor (TX),Stray,Normal,Dog,Intact Female,730,Pure Breed,Light,2015-10-12 18:15:00,2013-10-07 00:00:00,Spayed Female,735,0
A798788,Yes,2019-06-30 14:32:00,Austin (TX),Stray,Normal,Dog,Intact Female,1092,Pure Breed,Light,2019-07-03 14:08:00,2016-07-03 00:00:00,Intact Female,1095,0
A781160,Yes,2018-10-01 16:12:00,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1982,Pure Breed,Light,2018-10-05 19:18:00,2013-04-28 00:00:00,Neutered Male,1986,0
A679450,No,2014-05-21 12:07:00,Austin (TX),Stray,Normal,Cat,Intact Male,22,Mixed Breed,Light,2014-05-21 12:35:00,2014-04-29 00:00:00,Intact Male,22,0
A765261,Yes,2018-01-16 10:12:00,Williamson (TX),Stray,Normal,Dog,Spayed Female,6573,Mixed Breed,Dark,2018-02-01 19:00:00,2000-01-18 00:00:00,Spayed Female,6589,0
A706331,Yes,2015-06-27 14:47:00,Pflugerville (TX),Stray,Normal,Cat,Intact Male,22,Mixed Breed,Dark,2015-08-29 14:37:00,2015-06-05 00:00:00,Neutered Male,85,0
A726892,Yes,2016-10-31 11:55:00,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,258,Pure Breed,Dark,2016-11-08 11:57:00,2016-02-16 00:00:00,Neutered Male,266,0
A776911,Yes,2018-07-20 18:46:00,Austin (TX),Stray,Normal,Dog,Intact Male,2921,Mixed Breed,Dark,2018-08-07 17:25:00,2010-07-21 00:00:00,Intact Male,2939,0
A677013,Yes,2014-04-25 13:49:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,372,Mixed Breed,Light,2014-05-16 17:16:00,2013-04-18 00:00:00,Neutered Male,393,0
A666419,No,2013-11-01 01:33:00,Austin (TX),Wildlife,Normal,Bat,Unknown,31,Pure Breed,Dark,2013-11-01 10:48:00,2013-10-01 00:00:00,Unknown,31,1
A725130,Yes,2016-04-26 12:02:00,Austin (TX),Stray,Normal,Dog,Intact Male,336,Mixed Breed,Dark,2016-05-02 12:08:00,2015-05-26 00:00:00,Neutered Male,342,0
A775734,Yes,2018-07-03 19:03:00,Austin (TX),Stray,Normal,Dog,Intact Female,122,Mixed Breed,Dark,2018-07-07 16:50:00,2018-03-03 00:00:00,Spayed Female,126,0
A734587,Yes,2016-09-09 11:53:00,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,58,Mixed Breed,Dark,2016-11-04 12:42:00,2016-07-13 00:00:00,Spayed Female,114,0
A756971,Yes,2017-08-28 15:11:00,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,243,Mixed Breed,Light,2017-09-01 17:32:00,2016-12-28 00:00:00,Spayed Female,247,0
A789329,No,2019-02-19 15:48:00,Austin (TX),Stray,Normal,Dog,Intact Male,77,Mixed Breed,Light,2019-02-24 17:33:00,2018-12-04 00:00:00,Neutered Male,82,0
A725587,No,2016-04-30 15:51:00,Austin (TX),Stray,Normal,Cat,Unknown,15,Mixed Breed,Dark,2016-04-30 17:52:00,2016-04-15 00:00:00,Unknown,15,0
A676139,Yes,2014-04-05 11:56:00,Austin (TX),Stray,Sick,Cat,Spayed Female,2187,Mixed Breed,Dark,2017-03-08 07:51:00,2008-04-09 00:00:00,Spayed Female,3255,0
A741081,No,2016-12-27 18:33:00,Austin (TX),Stray,Normal,Cat,Intact Male,61,Mixed Breed,Dark,2017-01-02 20:06:00,2016-10-27 00:00:00,Neutered Male,67,0
A715637,Yes,2015-11-07 12:27:00,Austin (TX),Stray,Normal,Cat,Intact Male,38,Mixed Breed,Dark,2015-12-18 17:52:00,2015-09-30 00:00:00,Neutered Male,79,0
A760872,No,2017-10-25 11:11:00,Austin (TX),Stray,Normal,Cat,Intact Female,137,Mixed Breed,Dark,2017-10-28 19:34:00,2017-06-10 00:00:00,Intact Female,140,0
A747895,No,2017-04-26 13:07:00,Austin (TX),Stray,Normal,Cat,Intact Male,11,Mixed Breed,Dark,2017-05-04 18:43:00,2017-04-15 00:00:00,Intact Male,19,0
A670646,Yes,2014-01-11 15:00:00,Austin (TX),Stray,Normal,Dog,Intact Female,61,Mixed Breed,Dark,2014-01-15 13:11:00,2013-11-11 00:00:00,Spayed Female,65,0
A782800,Yes,2018-10-21 12:07:00,Del Valle (TX),Stray,Normal,Dog,Intact Male,242,Mixed Breed,Light,2018-10-26 14:38:00,2018-02-21 00:00:00,Intact Male,247,0
A667879,Yes,2013-11-24 13:12:00,Austin (TX),Stray,Normal,Dog,Intact Male,1645,Mixed Breed,Dark,2013-11-29 13:55:00,2009-05-24 00:00:00,Intact Male,1650,0
A772558,No,2018-05-21 10:46:00,Austin (TX),Stray,Normal,Cat,Intact Female,15,Mixed Breed,Dark,2018-05-21 14:42:00,2018-05-06 00:00:00,Intact Female,15,0
A733138,Yes,2016-08-17 18:11:00,Austin (TX),Stray,Normal,Cat,Intact Male,366,Mixed Breed,Dark,2016-10-12 12:29:00,2015-08-17 00:00:00,Neutered Male,422,0
A672771,Yes,2014-02-16 23:42:00,Travis (TX),Public Assist,Normal,Dog,Intact Female,2556,Mixed Breed,Light,2014-02-17 13:51:00,2007-02-17 00:00:00,Intact Female,2557,0
A744197,No,2017-02-25 09:25:00,Manor (TX),Stray,Normal,Dog,Intact Male,62,Mixed Breed,Light,2017-03-02 12:37:00,2016-12-25 00:00:00,Neutered Male,67,0
A678402,No,2014-05-08 16:18:00,Pflugerville (TX),Stray,Nursing,Cat,Intact Female,15,Mixed Breed,Dark,2014-05-08 18:16:00,2014-04-23 00:00:00,Intact Female,15,0
A665744,Yes,2013-10-22 11:42:00,Austin (TX),Stray,Normal,Dog,Intact Female,87,Mixed Breed,Light,2013-10-27 17:07:00,2013-07-27 00:00:00,Spayed Female,92,0
A713920,Yes,2015-10-15 11:03:00,Austin (TX),Stray,Normal,Cat,Intact Female,45,Mixed Breed,Dark,2015-12-16 16:20:00,2015-08-31 00:00:00,Spayed Female,107,0
A664536,Yes,2013-10-05 09:21:00,Austin (TX),Stray,Injured,Cat,Spayed Female,1096,Mixed Breed,Dark,2014-04-18 14:16:00,2010-10-05 00:00:00,Spayed Female,1291,0
A752185,No,2017-06-19 14:04:00,Travis (TX),Stray,Normal,Cat,Intact Female,0,Mixed Breed,Dark,2017-08-12 15:00:00,2017-06-19 00:00:00,Spayed Female,54,0
A763026,Yes,2018-07-01 13:20:00,Austin (TX),Stray,Normal,Dog,Intact Male,487,Pure Breed,Light,2018-07-01 14:06:00,2017-03-01 00:00:00,Intact Male,487,0
A665883,Yes,2013-10-24 11:11:00,Austin (TX),Stray,Normal,Dog,Intact Female,365,Mixed Breed,Light,2013-10-28 15:49:00,2012-10-24 00:00:00,Intact Female,369,0
A790221,Yes,2019-03-06 16:07:00,Manor (TX),Stray,Normal,Dog,Intact Male,730,Mixed Breed,Dark,2019-03-15 16:27:00,2017-03-06 00:00:00,Neutered Male,739,0
A680535,Yes,2014-06-04 08:01:00,Travis (TX),Stray,Injured,Cat,Intact Female,15,Mixed Breed,Dark,2014-07-13 08:14:00,2014-05-20 00:00:00,Intact Female,54,0
A722869,Yes,2016-03-23 14:03:00,Austin (TX),Stray,Normal,Dog,Neutered Male,1096,Mixed Breed,Light,2016-03-23 18:59:00,2013-03-23 00:00:00,Neutered Male,1096,0
A752493,No,2017-06-22 19:03:00,Austin (TX),Stray,Normal,Dog,Intact Male,56,Mixed Breed,Dark,2017-06-24 12:05:00,2017-04-27 00:00:00,Intact Male,58,0
A754499,No,2017-07-21 13:51:00,Austin (TX),Stray,Normal,Dog,Intact Female,273,Mixed Breed,Dark,2017-07-24 11:47:00,2016-10-21 00:00:00,Intact Female,276,0
A726779,No,2016-05-14 14:20:00,Travis (TX),Stray,Normal,Dog,Intact Male,22,Mixed Breed,Light,2016-05-19 14:57:00,2016-04-22 00:00:00,Intact Male,27,0
A769640,No,2018-04-07 17:07:00,Del Valle (TX),Stray,Normal,Cat,Intact Male,212,Mixed Breed,Light,2018-04-10 18:31:00,2017-09-07 00:00:00,Intact Male,215,0
A774829,No,2018-06-20 18:27:00,Austin (TX),Stray,Sick,Cat,Intact Female,61,Pure Breed,Light,2018-06-26 16:10:00,2018-04-20 00:00:00,Intact Female,67,0
A679952,Yes,2014-05-28 13:07:00,Austin (TX),Stray,Normal,Cat,Intact Male,37,Mixed Breed,Light,2014-07-08 14:47:00,2014-04-21 00:00:00,Neutered Male,78,0
A568438,Yes,2014-02-13 12:32:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1442,Mixed Breed,Light,2014-03-15 17:33:00,2010-03-04 00:00:00,Spayed Female,1472,0
A693526,Yes,2014-12-09 17:22:00,Travis (TX),Stray,Normal,Dog,Neutered Male,730,Mixed Breed,Dark,2014-12-10 18:14:00,2012-12-09 00:00:00,Neutered Male,731,0
A739167,Yes,2016-11-28 18:55:00,Austin (TX),Stray,Normal,Dog,Intact Female,366,Pure Breed,Light,2017-02-24 14:21:00,2015-11-28 00:00:00,Spayed Female,454,0
A745145,Yes,2017-03-13 13:56:00,Travis (TX),Stray,Normal,Dog,Intact Male,365,Mixed Breed,Dark,2017-03-25 11:39:00,2016-03-13 00:00:00,Neutered Male,377,0
A744371,Yes,2017-02-27 17:12:00,Austin (TX),Stray,Normal,Dog,Intact Female,69,Mixed Breed,Light,2017-03-04 17:54:00,2016-12-20 00:00:00,Spayed Female,74,0
A668304,No,2013-12-04 12:33:00,Travis (TX),Stray,Normal,Dog,Intact Female,301,Pure Breed,Dark,2014-01-30 12:20:00,2013-02-06 00:00:00,Spayed Female,358,0
A783610,Yes,2018-11-02 18:17:00,Austin (TX),Stray,Sick,Cat,Spayed Female,2922,Mixed Breed,Dark,2018-11-03 12:00:00,2010-11-02 00:00:00,Spayed Female,2923,0
A807801,No,2019-10-30 12:28:00,Travis (TX),Stray,Normal,Cat,Intact Female,76,Pure Breed,Light,2019-11-09 18:05:00,2019-08-15 00:00:00,Spayed Female,86,0
A789535,No,2019-02-23 11:59:00,Austin (TX),Stray,Normal,Cat,Unknown,730,Mixed Breed,Dark,2019-02-28 10:48:00,2017-02-23 00:00:00,Unknown,735,0
A805809,Yes,2019-10-05 12:34:00,Austin (TX),Public Assist,Normal,Dog,Intact Male,1098,Pure Breed,Light,2019-10-13 16:44:00,2016-10-02 00:00:00,Neutered Male,1106,0
A697237,Yes,2015-02-20 11:58:00,Austin (TX),Stray,Normal,Dog,Intact Male,71,Mixed Breed,Light,2015-02-26 18:21:00,2014-12-11 00:00:00,Neutered Male,77,0
A777165,Yes,2018-07-24 13:18:00,Austin (TX),Stray,Normal,Dog,Intact Male,730,Mixed Breed,Dark,2018-10-14 16:02:00,2016-07-24 00:00:00,Neutered Male,812,0
A780980,No,2018-09-23 10:21:00,Austin (TX),Stray,Sick,Dog,Intact Female,123,Mixed Breed,Light,2018-09-23 10:36:00,2018-05-23 00:00:00,Intact Female,123,1
A745261,No,2017-03-15 13:19:00,Austin (TX),Stray,Normal,Cat,Intact Male,365,Mixed Breed,Light,2017-03-16 09:00:00,2016-03-15 00:00:00,Neutered Male,366,0
A776124,Yes,2018-07-09 12:03:00,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,1826,Mixed Breed,Dark,2018-08-21 16:27:00,2013-07-09 00:00:00,Spayed Female,1869,0
A789240,No,2019-02-18 12:34:00,Austin (TX),Stray,Normal,Cat,Intact Male,92,Mixed Breed,Light,2019-02-22 16:29:00,2018-11-18 00:00:00,Neutered Male,96,0
A704867,No,2015-06-09 17:17:00,Austin (TX),Stray,Normal,Cat,Unknown,8,Mixed Breed,Dark,2015-06-09 17:47:00,2015-06-01 00:00:00,Unknown,8,0
A728127,Yes,2016-05-31 11:13:00,Austin (TX),Stray,Normal,Cat,Intact Male,30,Mixed Breed,Dark,2016-07-09 15:21:00,2016-05-01 00:00:00,Neutered Male,69,0
A682239,Yes,2014-06-25 17:11:00,Austin (TX),Stray,Normal,Cat,Intact Female,31,Mixed Breed,Dark,2014-08-03 16:10:00,2014-05-25 00:00:00,Spayed Female,70,0
A726492,Yes,2016-05-11 12:50:00,Austin (TX),Stray,Normal,Dog,Intact Male,0,Mixed Breed,Dark,2016-07-06 18:26:00,2016-05-11 00:00:00,Neutered Male,56,0
A764943,Yes,2018-03-26 13:09:00,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,441,Pure Breed,Light,2018-03-29 18:48:00,2017-01-09 00:00:00,Neutered Male,444,0
A680375,Yes,2014-06-02 11:25:00,Austin (TX),Stray,Normal,Cat,Intact Female,365,Mixed Breed,Dark,2014-07-29 14:26:00,2013-06-02 00:00:00,Spayed Female,422,0
A731200,Yes,2016-07-18 11:16:00,Austin (TX),Stray,Normal,Dog,Spayed Female,366,Mixed Breed,Light,2016-07-19 22:12:00,2015-07-18 00:00:00,Spayed Female,367,0
A666072,Yes,2013-10-26 14:45:00,Del Valle (TX),Stray,Normal,Cat,Intact Male,30,Mixed Breed,Dark,2013-10-30 15:14:00,2013-09-26 00:00:00,Intact Male,34,0
A733289,No,2016-08-19 17:36:00,Austin (TX),Stray,Normal,Dog,Intact Female,731,Mixed Breed,Dark,2016-08-24 14:43:00,2014-08-19 00:00:00,Spayed Female,736,0
A797333,Yes,2019-06-12 12:06:00,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,5113,Pure Breed,Light,2019-06-24 12:05:00,2005-06-12 00:00:00,Neutered Male,5125,0
A692630,Yes,2014-11-23 16:42:00,Austin (TX),Stray,Normal,Dog,Intact Female,2404,Mixed Breed,Light,2015-05-05 16:39:00,2008-04-24 00:00:00,Spayed Female,2567,0
A360450,Yes,2018-06-18 11:47:00,Austin (TX),Stray,Normal,Cat,Spayed Female,5250,Mixed Breed,Light,2018-06-19 15:09:00,2004-02-02 00:00:00,Spayed Female,5251,0
